,Brand,Model No,Tot Vol,Labelled energy consumption (kWh/year)
1874,ICELAND,351251,251.3,404
1875,Fhiaba,7490T*T*A series,475,507
1876,Devanti,BF-C-89L-2D-SR,89,299
1877,Devanti,BF-C-89L-2D-WH,89,299
1878,Devanti,BF-C-89L-2D,89,299
1879,Devanti,BF-C-122L-SR,122,230
1880,Devanti,BF-C-122L-WH,122,230
1881,Devanti,BF-C-122L,122,230
1882,GAGGENAU,RB492504,555,336
1883,Tuscany,T-CF316WH,316,460
1884,Eurotech,ED-CF380WH,380,514
1885,Eurotech,ED-RFT362SS,362,436
1886,Eurotech,ED-VF183WH,183,328
1887,Eurotech,ED-RF128WH,128,308
1888,Eurotech,ED-RF128SS,128,308
1889,Eurotech,ED-RF128,128,308
1890,Husky,HUS-142CHE,142,124
1891,TURBO LINE,PNHS-507FWESS,418,436
1892,HITACHI,R-WB640VT0X,638,464
1893,HITACHI,R-WB640VT0XMIR,638,464
1894,HITACHI,R-WB640VT0XMGW,638,464
1895,HITACHI,R-WB640VT0X series,638,464
1896,HISENSE,HRCD512BW,454,363
1897,HISENSE,HRCD512SW,454,363
1898,HISENSE,HRCD512,454,363
1899,AKAI,AK-163UF,183,328
1900,SAMSUNG ELECTRONICS,SRP406RS,387,170
1901,SAMSUNG ELECTRONICS,SRP405RW,387,205
1902,SEIKI,SC-454AU7TMSS,454,488
1903,SEIKI,SC-454AU7TMW,454,488
1904,SEIKI,SC-454AU7TM,454,488
1905,HELLER,HFD473SS,473,462
1906,HELLER,HFD473BSS,473,462
1907,HELLER,HFD473*** series,473,462
1908,Galanz,BCD-350WTEP-53H,318,322
1909,SEIKI,SC-239AU7TMF,239,410
1910,SEIKI,SC-268AU7TMF,268,430
1911,SEIKI,SC-268AU7TMPO,268,430
1912,SEIKI,SC-268AU7TM,268,430
1913,Germanica,GTF239AU70SS,239,410
1914,Galanz,BCD-88V-53H,86,186
1915,LG,GS-D665PL,665,625
1916,LG,GS-D665BSL,665,625
1917,Galanz,BCD-310N1-53H,300,279
1918,Galanz,BCD-310N2-53H,300,279
1919,Galanz,BCD-310QN2-53H,300,279
1920,Galanz,BCD-310FN1-53H,300,279
1921,Galanz,BCD-310FN1-A-53H,300,279
1922,HITACHI,R-V660PT7,601,392
1923,Galanz,BCD-250WE-53H,250,279
1924,AKAI,AK-357 - **,323,401
1925,AKAI,AK-357-BMB,323,401
1926,AKAI,AK-357-BM,323,401
1927,Galanz,BCD-335WEP-53H,335,271
1928,Galanz,BC-125S-53H,117,130
1929,Galanz,BC-125S-A-53H,117,130
1930,Galanz,BC-125SQ-53H,117,130
1931,Galanz,BC-125SN1-53H,117,130
1932,Galanz,BC-125SN1-A-53H,117,130
1933,Galanz,BC-125SN1Q-53H,117,130
1934,Galanz,BC-125SF-F-53H,117,130
1935,Galanz,BC-125SF-G-53H,117,130
1936,Galanz,BCD-210N-53H,213,215
1937,Galanz,BCD-210Q-53H,213,215
1938,Galanz,BCD-210Q-A-53H,213,215
1939,Galanz,BCD-210SZ-53H,213,215
1940,Galanz,BCD-210F-D-53H,213,215
1941,Galanz,BCD-210F-H-53H,213,215
1942,SAMSUNG ELECTRONICS,SRF678CDLS,636,580
1943,SAMSUNG ELECTRONICS,SRF676CDBLS,636,580
1944,ICELAND,352311,320,470
1945,ICELAND,352312,320,470
1946,ICELAND,352311 352312,320,470
1947,Galanz,BCD-88V-D-53H,86,186
1948,Galanz,BCD-88V-E-53H,86,186
1949,Galanz,BCD-88VN1-53H,86,186
1950,Galanz,BCD-88VN1-E-53H,86,186
1951,Galanz,BCD-88VN1-F-53H,86,186
1952,Galanz,BCD-88VQ-53H,86,186
1953,Galanz,BCD-88VN1Q-53H,86,186
1954,Galanz,BCD-88VF-G-53H,86,186
1955,Galanz,BCD-88VG-53H,86,186
1956,Galanz,BCD-88VGN1-53H,86,186
1957,Galanz,BCD-88VF-F-53H,86,186
1958,Galanz,KAGRBAR88WA,86,186
1959,Galanz,KAGRBAR88RA,86,186
1960,Galanz,KAGRBAR88BA,86,186
1961,Galanz,KAGRBAR88CA,86,186
1962,TURBO LINE,PNHS-507FWEWHITE,418,436
1963,Galanz,BCD-210N series,213,215
1964,HITACHI,R-V660PT7BSL,601,392
1965,HITACHI,R-V660PT7BBK,601,392
1966,HITACHI,R-V660PT7- series,601,392
1967,TURBO LINE,PNHS-507FWESS;PNHS-507FWEWHITE,418,436
1968,Galanz,BCD-88V series,86,186
1969,HITACHI,R-V660PT7GBK,601,392
1970,HITACHI,R-V660PT7GPW,601,392
1971,HITACHI,R-V660PT7GGR,601,392
1972,HITACHI,R-V660PT7GMG,601,392
1973,HITACHI,R-V660PT7SLS,601,392
1974,Galanz,"BCD-310N1-53H, BCD-310N2-53H, BCD-310QN2-53H, BCD-310FN1-53H, BCD-310FN1-A-53H",300,279
1975,Ikea,LAGAN NNN frdg w frzr comp freest/whi AU,113,195
1976,AKAI,AK-***,560,576
1977,AKAI,AK-560-SBSB,560,576
1978,AKAI,AK-FDWD,560,576
1979,Belling,BC512FDW3ZBLK,454,363
1980,Belling,BC512FDW3ZSS,454,363
1981,Belling,BC512FDW3Z,454,363
1982,Germanica,GTF372AU70SS,372,445
1983,Coldstream,CSHO311SS,311,317
1984,Galanz,"BC-125S-53H, BC-125S-A-53H, BC-125SQ-53H, BC-125SN1-53H,BC-125SN1-A-53H, BC-125SN1Q-53H, BC-125SF-F-53H, BC-125SF-G-53H",117,130
1985,Coldstream,CSKE4200BK WAT,418,491
1986,Galanz,BD-305WEH-A-53H,308,314
1987,Galanz,BD-305WEH-A1-53H,308,314
1988,Galanz,BD-305WEH-A2-53H,308,314
1989,Galanz,BD-305WEHF-D-53H,308,314
1990,Galanz,BD-305WEH series,308,314
1991,Kogan,KAM462FRSFA,462,576
1992,Kogan,KAM462FRSFB,462,576
1993,Kogan,KAM462FRSFC,462,576
1994,Kogan,KAM462FRSF*,462,576
1995,Galanz,BCD-350WTEP-A-53H,318,322
1996,Galanz,BCD-350WTEP-B-53H,318,322
1997,Galanz,BCD-350WTEP- series,318,322
1998,SAMSUNG ELECTRONICS,SRF5500B,488,435
1999,SAMSUNG ELECTRONICS,SRF5500S,488,435
2000,SAMSUNG ELECTRONICS,SRF5700BD,488,435
2001,SAMSUNG ELECTRONICS,SRF5700SD,488,435
2002,SAMSUNG ELECTRONICS,SRL304NW,280,335
2003,SAMSUNG ELECTRONICS,SFP346RS,323,292
2004,HELLER,CFH380,371,380
2005,HELLER,CFH200,198,253
2006,HELLER,CFH145,142,217
2007,HELLER,CFH100,98,187
2008,Sheffield,PLA1356,556,633
2009,Simmons,SFR- 294FSS,239,409
2010,V-ZUG,CO6T-51098,604,304
2011,V-ZUG,FR6T-51099,359,486
2012,BOSCH,KAN92VI30A,652,549
2013,BOSCH,KAD92AI20A,633,650
2014,AKAI,AK290-CF,290,305
2015,Simmons,SFR - 255FSS,207,380
2016,FISHER & PAYKEL,RC519W2,507,400
2017,HITACHI,R-VX445PT9,403,375
2018,GAGGENAU,RF463505,304,313
2019,SAMSUNG ELECTRONICS,SRS673DMB,635,469
2020,V-ZUG,CCO6T-51096,561,409
2021,HITACHI,R-VGX410PT9,375,308
2022,HITACHI,R-VGX480PT9,443,334
2023,KOGAN,KAGRBA125BA,117,130
2024,KOGAN,KAGRBA125CA,117,130
2025,KOGAN,KAGRBA125RA,117,130
2026,KOGAN,KAGRBA125WA,117,130
2027,KOGAN,KAGRBA125**,117,130
2028,KOGAN,KAGRBAR88WA,86,186
2029,KOGAN,KAGRBAR88CA,86,186
2030,KOGAN,KAGRBAR88RA,86,186
2031,KOGAN,KAGRBAR88BA,86,186
2032,FISHER & PAYKEL,RF730QZUVB1,744,587
2033,HITACHI,R-VX445PT9PSV,403,375
2034,HITACHI,R-VX445PT9PWH,403,375
2035,HITACHI,R-VX445PT9 Series,403,375
2036,Living & Co,TWL-CF418L,418,368
2037,Haier,HRF50UW,46,108
2038,HITACHI,R-S38KPT,404,344
2039,SAMSUNG ELECTRONICS,SFP345RW,323,356
2040,KOGAN,KAGRBAR88**,86,186
2041,MIELE,KFNS 37682 iD,249.2,241
2042,HITACHI,R-VGX480PT9GPW,443,334
2043,HITACHI,R-VGX480PT9GBK,443,334
2044,HITACHI,R-VGX480PT9  Series,443,334
2045,HITACHI,R-VX480PT9,443,334
2046,HITACHI,R-VX480PT9BBK,443,334
2047,HITACHI,R-VX480PT9BSL,443,334
2048,HITACHI,R-VX480PT9PWH,443,334
2049,HITACHI,R-VX480PT9 Series,443,334
2050,HITACHI,R-VGX410PT9GPW,375,308
2051,HITACHI,R-VGX410PT9GBK,375,308
2052,HITACHI,R-VGX410PT9  Series,375,308
2053,HITACHI,R-VX410PT9,375,308
2054,HITACHI,R-VX410PT9BBK,375,308
2055,HITACHI,R-VX410PT9BSL,375,308
2056,HITACHI,R-VX410PT9PWH,375,308
2057,HITACHI,R-VX410PT9 Series,375,308
2058,Sub-Zero,ICBID-30FI,145,223
2059,Haier,HRF80UW,75,124
2060,Haier,HRF130UW,121,132
2061,Haier,HRF130US,121,132
2062,Haier,HRF130U Series,121,132
2063,KitchenAid,KA AU 7030,266,380
2064,SHARP,SJ-XP676FG-BK,605,490
2065,SHARP,SJ-XP676FG-WH,605,490
2066,SHARP,SJ-XP676FG-BK**,605,490
2067,SAMSUNG ELECTRONICS,SR400LSTC,364,335
2068,FISHER & PAYKEL,RF610A* Ice,614,453
2069,FISHER & PAYKEL,RF610ADJX5,614,453
2070,FISHER & PAYKEL,RF610ADJX6,614,453
2071,FISHER & PAYKEL,*442B*  Ice,442,433
2072,FISHER & PAYKEL,RF442BLDJX6,442,433
2073,FISHER & PAYKEL,RF442BRDJX6,442,433
2074,FISHER & PAYKEL,E442BLXFDJ5,442,433
2075,FISHER & PAYKEL,E442BRXFDJ5,442,433
2076,FISHER & PAYKEL,RF522ADJX5,519,414
2077,FISHER & PAYKEL,RF522ADJX6,519,414
2078,FISHER & PAYKEL,RF522A*  Ice,519,414
2079,FISHER & PAYKEL,*522B*D* Ice,519,414
2080,FISHER & PAYKEL,E522BRXFDJ5,519,414
2081,FISHER & PAYKEL,E522BLXFDJ5,519,414
2082,FISHER & PAYKEL,RF522BRDJX6,519,414
2083,FISHER & PAYKEL,RF522BLDJX6,519,414
2084,SAMSUNG ELECTRONICS,SR343LSTC,320,305
2085,SAMSUNG ELECTRONICS,SRL445BLS,427,347
2086,SAMSUNG ELECTRONICS,SR255MLS,236,258
2087,LG,GB-335PL,306,263
2088,LG,GB-335WL,306,263
2089,LG,GB-335MBL,306,263
2090,LG,GB-335,306,263
2091,LG,SG-W65TSL,420,306
2092,Haier,HRB227*,233,415
2093,Haier,HRB227W,233,415
2094,Haier,HRB227S,233,415
2095,CATERCHILL,FR-BD505,488,398
2096,HISENSE,HRTF535SW,496,335
2097,Haier,HRF322VW,331,136
2098,Haier,HRF241VW,242,130
2099,SAMSUNG ELECTRONICS,SRL455DLS,424,346
2100,MITSUBISHI ELECTRIC,MR-WX700C-W-A,700,425
2101,MITSUBISHI ELECTRIC,MR-WX700C-BR-A,700,425
2102,MITSUBISHI ELECTRIC,MR-WX700C-S-A,700,425
2103,MITSUBISHI ELECTRIC,MR-WX700C Series,700,425
2104,SAMSUNG ELECTRONICS,SR397BTC,364,337
2105,WHIRLPOOL,WHPTM34600**,340,289
2106,WHIRLPOOL,WHPTM34600XX,340,289
2107,WHIRLPOOL,WHPTM34600WH,340,289
2108,Eurotech,ED-CF251WH,251.3,404
2109,Husky,HUS-RETRO110BLK,116.1,166
2110,Husky,HUS-RETRO110WHT,116.1,166
2111,Husky,HUS-RETRO110RED,116.1,166
2112,Husky,HUS RETRO 110,116.1,166
2113,Tuscany,T-CF145WH,145,321
2114,SAMSUNG ELECTRONICS,SR342WTC,320,305
2115,HITACHI,R-S38KPTCNX,404,344
2116,HITACHI,R-S38KPTBBK,404,344
2117,HITACHI,R-S38KPT Series,404,344
2118,SAMSUNG ELECTRONICS,SR318LSTC,299,295
2119,LG,GB-455BLE,420,348
2120,LG,GB-455UPLE,420,348
2121,LG,GB-455**E,420,348
2122,LG,GB-W455MBL,420,286
2123,LG,GB-455PL,420,286
2124,LG,GB-455MBL,420,286
2125,LG,GB-455WL,420,286
2126,LG,GB-455BTL,420,286
2127,LG,GB-455,420,286
2128,MITSUBISHI ELECTRIC,MR-WX470F-W-A,470,340
2129,MITSUBISHI ELECTRIC,MR-WX470F-S-A,470,340
2130,MITSUBISHI ELECTRIC,MR-WX470F Series,470,340
2131,ILVE,ILREF256I/R1,262,296
2132,ILVE,ILREF256I/L1,262,296
2133,ILVE,ILREF256I,262,296
2134,Haier,HRZ-241,239,270
2135,Haier,HFZ-175,183,365
2136,LG,SG-5I700TSL,640,567
2137,STIRLING,STR-H545FF,545,548
2138,Ariston,BCB 7030 F AUS,266,380
2139,ARTUSI,AINT 3000,262,296
2140,SAMSUNG ELECTRONICS,SR520BLSTC,498,350
2141,MITSUBISHI ELECTRIC,MF-U160R-W-A,160,436
2142,SAMSUNG ELECTRONICS,SR254MW,236,258
2143,SAMSUNG ELECTRONICS,SRL453DW,427,347
2144,SAMSUNG ELECTRONICS,SRF7100B,649,522
2145,SAMSUNG ELECTRONICS,SRF7100S,649,522
2146,Haier,HVF91VW,91,166
2147,Haier,HVF175VW,168,216
2148,Haier,HRF230BW,230,304
2149,Haier,HRF230BS,230,304
2150,Haier,HRF230B Series,230,304
2151,Haier,HVF238VW,242,253
2152,Panasonic,NR-BX421B,380,299
2153,Panasonic,NR-BX421G,377,299
2154,SAMSUNG ELECTRONICS,SRL325DMB,307,348
2155,LG,GU-B194PL,194,145
2156,LG,GT-332SDC,312,335
2157,SAMSUNG ELECTRONICS,SRS672DMB,635,469
2158,SAMSUNG ELECTRONICS,SRL335NLS,310,348
2159,WESTINGHOUSE,WFB2804SA,254,286
2160,WESTINGHOUSE,WFB2804WA,254,286
2161,WESTINGHOUSE,WFB2804*A,254,286
2162,LG,GT-427HPLE,393,360
2163,LG,GF-V570PNL,508,500
2164,LG,GF-V570MBL,508,500
2165,LG,GF-V570,508,500
2166,SAMSUNG ELECTRONICS,SRF7300BA,649,522
2167,SAMSUNG ELECTRONICS,SR624LSTC,599,400
2168,SAMSUNG ELECTRONICS,SRF7300SA,649,522
2169,MIELE,FN 28262ws,269,235
2170,MIELE,FN 28262edt/cs,269,235
2171,MIELE,FN 28262 ***,269,235
2172,Galanz,BC-93-53H,90,131
2173,Galanz,BC-93Q-53H,90,131
2174,Galanz,BC-93F-F-53H,90,131
2175,Galanz,BC-93F-G-53H,90,131
2176,Galanz,BC-93 series,90,131
2177,Galanz,BC-47-53H,45,97
2178,Galanz,BC-47Q-53H,45,97
2179,Galanz,BC-47F-F-53H,45,97
2180,Galanz,BC-47F-G-53H,45,97
2181,Galanz,BC-47 series,45,97
2182,LG,GF-V706MBL,637,540
2183,LG,GF-V706BSL,637,540
2184,LG,GF-V706,637,540
2185,LG,GF-V910MBL,852,630
2186,SAMSUNG ELECTRONICS,SRS674DLS,635,469
2187,Viva by Robinhood,VCF198,198,357
2188,LG,GT-442SDC,410,330
2189,LG,GT-442WDC,410,330
2190,LG,GT-442*DC,410,330
2191,LG,GP-R386MBL,386,162
2192,Husky,HUSD-RETRO41-BK-AU.1,41,85
2193,Husky,HUSD-RETRO41-RD-AU.1,41,85
2194,Husky,HUSD-RETRO41-WHT-AU.1,41,85
2195,Husky,SC-41R.1 (ex SC-50R),41,85
2196,Husky,HUS-RETRO112BLK.1,112,105
2197,Husky,HUS-RETRO112RED.1,112,105
2198,Husky,HUS-RETRO112WHT.1,112,105
2199,Husky,SC-112R.1 (ex SC130R),112,105
2200,ICELAND,352315,300,279
2201,ICELAND,352316,300,279
2202,ICELAND,352317,300,279
2203,ICELAND,315 BMF,300,279
2204,VOGUE,354088,86,186
2205,VOGUE,355342,308,314
2206,VOGUE,355343,308,314
2207,VOGUE,342L VOGUE,308,314
2208,MIELE,KFN 28032D ws,317.7,267
2209,MIELE,KFN 28032D edt/cs,317.7,267
2210,MIELE,KFN 28032 D,317.7,267
2211,Husky,CKK43-207-AU-HU.1,43,98
2212,Husky,CKK43-262-BK-AU.1,43,98
2213,Husky,CKK43-263-WH-AU-HU.1,43,98
2214,Husky,CKK43-280-WT-AU-HU.1,43,98
2215,Husky,BC-43.1,43,98
2216,Husky,CKK130-264-BK-AU-HU.1,130,120
2217,Husky,CKK130-167-AU-HU.1,130,120
2218,Husky,CKK130-265-WH-AU-HU.1,130,120
2219,Husky,BC-130.1,130,120
2220,Husky,CKK71-293-WH-AU-HU.1,71,104
2221,Husky,CKK71-294-BK-AU-HU.1,71,104
2222,Husky,SC-71.1,71,104
2223,MIELE,K 28202D ws,385.6,182
2224,MIELE,K 28202D edt/cs,385.6,182
2225,MIELE,K 28202D,385.6,182
2226,Brabantia,BM316,308,342
2227,MIELE,KFNS 37452 iDE,263.5,259
2228,MIELE,KFNS 37692 iDE,249.2,283
2229,ICELAND,352251,250,279
2230,ICELAND,352339,335,271
2231,ICELAND,352340,335,271
2232,ICELAND,339 BMF,335,271
2233,ICELAND,352216,213,215
2234,MIELE,FNS 37402 i,216.8,281
2235,LG,GF-B590PL,530,419
2236,LG,GF-B590MBL,530,419
2237,LG,GF-B590,530,419
2238,LG,GF-L570PNL,506,500
2239,LG,GF-L570PL,506,500
2240,LG,GF-L570MBL,506,500
2241,LG,GF-L570MBNL,506,500
2242,LG,GF-L570,506,500
2243,SAMSUNG ELECTRONICS,SR317WTC,299,295
2244,HELLER,HBF126,121,132
2245,HELLER,HBF126B,121,132
2246,HELLER,HBF126 series,121,132
2247,Haier,HCF384W2,373,299
2248,Haier,HCF719W2,705,390
2249,FISHER & PAYKEL,RC376W2,373,299
2250,FISHER & PAYKEL,RC719W2,705,585
2251,SAMSUNG ELECTRONICS,SR316S9TC,299,299
2252,Galanz,BCD-500WTEP-53H,500,388
2253,LG,GT-L471PDC,424,372
2254,FISHER & PAYKEL,RF442B*,442,428
2255,FISHER & PAYKEL,RF442BRLX6,442,428
2256,FISHER & PAYKEL,RF442BRZX6,442,428
2257,FISHER & PAYKEL,RF442BLZW6,442,428
2258,FISHER & PAYKEL,RF442BRZW6,442,428
2259,FISHER & PAYKEL,RF442BLGX6,442,428
2260,FISHER & PAYKEL,RF442BRGX6,442,428
2261,FISHER & PAYKEL,RF442BLGW6,442,428
2262,FISHER & PAYKEL,RF442BRGW6,442,428
2263,FISHER & PAYKEL,RF442BRDW6,442,428
2264,FISHER & PAYKEL,RF442BLDX6,442,428
2265,FISHER & PAYKEL,RF442BRDX6,442,428
2266,FISHER & PAYKEL,RF442BLPX6,442,428
2267,FISHER & PAYKEL,RF442BRPX6,442,428
2268,FISHER & PAYKEL,RF442BLPW6,442,428
2269,FISHER & PAYKEL,RF442BRPW6,442,428
2270,FISHER & PAYKEL,RF442B*Y*,442,525
2271,FISHER & PAYKEL,RF442BLYX6,442,525
2272,FISHER & PAYKEL,RF442BRYX6,442,525
2273,FISHER & PAYKEL,RF442BLYW6,442,525
2274,FISHER & PAYKEL,RF442BRYW6,442,525
2275,FISHER & PAYKEL,*442B* Ice & Water,442,433
2276,FISHER & PAYKEL,RF442BRPUX6,442,433
2277,FISHER & PAYKEL,RF442BRDUX6,442,433
2278,FISHER & PAYKEL,*402B* Ice & Water,403,413
2279,FISHER & PAYKEL,RF402BRZUX6,403,413
2280,FISHER & PAYKEL,RF402BRDUX6,403,413
2281,FISHER & PAYKEL,E402BRXFDU5,403,413
2282,FISHER & PAYKEL,RF402BRPUX6,403,413
2283,FISHER & PAYKEL,RF402BLZX6,403,408
2284,FISHER & PAYKEL,RF402BRZX6,403,408
2285,FISHER & PAYKEL,RF402BLZW6,403,408
2286,FISHER & PAYKEL,RF402BRZW6,403,408
2287,FISHER & PAYKEL,RF402BLGX6,403,408
2288,FISHER & PAYKEL,RF402BRGX6,403,408
2289,FISHER & PAYKEL,*402B*,403,408
2290,FISHER & PAYKEL,RF402BLGW6,403,408
2291,FISHER & PAYKEL,RF402BRGW6,403,408
2292,FISHER & PAYKEL,RF402BLPX6,403,408
2293,FISHER & PAYKEL,RF402BRPX6,403,408
2294,FISHER & PAYKEL,RF402BLPW6,403,408
2295,FISHER & PAYKEL,RF402BRPW6,403,408
2296,FISHER & PAYKEL,RF402BLDX6,403,408
2297,FISHER & PAYKEL,RF402BRDX6,403,408
2298,FISHER & PAYKEL,E402BLXFD5,403,408
2299,FISHER & PAYKEL,E402BRXFD5,403,408
2300,FISHER & PAYKEL,RC201,201,245
2301,FISHER & PAYKEL,RC143,143,215
2302,LG,GS-D665BSL,625,550
2303,LG,GS-D665PL,625,550
2304,LG,GS-D665,625,550
2305,LG,GS-V665PL,625,500
2306,LG,GS-V665MBL,625,500
2307,LG,GS-V665,625,500
2308,HISENSE,HRTF504,504,337
2309,WESTINGHOUSE,WRB3504SA,328,201
2310,WESTINGHOUSE,WRB3504WA,328,201
2311,WESTINGHOUSE,WRB3404W*,328,201
2312,HISENSE,HRCF300,300,275
2313,Schmick,HUS-BC70B-RET,70,90
2314,LIEBHERR,SIKB 3520,306,149
2315,LIEBHERR,SIKB 3550,306,149
2316,LIEBHERR,SIKB 35**,306,149
2317,Galanz,BC-127-53H,117,97
2318,Galanz,BC-127Q-53H,117,97
2319,Galanz,BC-127BQ-53H,117,97
2320,Galanz,BC-127B-53H,117,97
2321,Galanz,BC-127B-A-53H,117,97
2322,Galanz,BC-127R-53H,117,97
2323,Galanz,BC-127RB-53H,117,97
2324,Galanz,BC-127RB-A-53H,117,97
2325,Galanz,BC-127 series,117,97
2326,LG,GS-L668PNL,625,550
2327,LG,GS-L668PL,625,550
2328,LG,GS-L668MBNL,625,550
2329,LG,GS-L668,625,550
2330,LG,GS-VB680PL,642,500
2331,LG,GS-B680PL,642,500
2332,LG,GS-B680WL,642,500
2333,LG,GS-B680*L,642,500
2334,LG,GS-B680MBL,626,500
2335,LG,GS-B680DSLE,626,500
2336,LG,GS-B680,626,500
2337,LG,GF-L706PL,637,550
2338,LG,GF-L706MBL,637,550
2339,LG,GF-L706,637,550
2340,LG,GF-D706MBL,637,570
2341,LG,GF-D706BSL,637,570
2342,LG,GF-D706,637,570
2343,LG,GF-B730PL,664,460
2344,LG,GF-B730MBL,664,460
2345,LG,GF-B730,664,460
2346,SAMSUNG ELECTRONICS,SR519LSTC,498,350
2347,SAMSUNG ELECTRONICS,SR625BLSTC,599,400
2348,Panasonic,NR-BX421B,380,299
2349,LG,GP-F324MBL,324,256
2350,SAMSUNG ELECTRONICS,SRF9300BFH,637,568
2351,MIELE,KS 37422 iD,331.2,150
2352,Galanz,BCD-280WEVPH-53H,278,236
2353,MIELE,KS 37472 iD,305.9,149
2354,Galanz,BCD-340WEVPH-53H,335,288
2355,SAMSUNG ELECTRONICS,SRF9700BFH,810,660
2356,TECO,TBF86WMTAG,86,186
2357,TECO,TBF86BMTAG,86,186
2358,WESTINGHOUSE,WIM1000WC,99,123
2359,ACQUA,GY-NE30CF,300,275
2360,Galanz,BCD-455WTEP-A1-53H,459,365
2361,Galanz,BCD-455WTEP-A-53H,459,365
2362,Galanz,BCD-455WTEP-B-53H,459,365
2363,Galanz,BCD-455WTEP,459,365
2364,Galanz,BCD-510WTEP-A1-53H,508,388
2365,Galanz,BCD-510WTEP-A-53H,508,388
2366,Galanz,BCD-510WTEP-B-53H,508,388
2367,Galanz,BCD-510WTEP series,508,388
2368,ACQUA,GY-NE325RFW,328,201
2369,ACQUA,GY-NE325RFS/01,328,201
2370,ACQUA,GY-NE325RF,328,201
2371,ACQUA,GY-NE280FRS/01,254,286
2372,ACQUA,GY-NE280FRW,254,286
2373,ACQUA,GY-NE280FR,254,286
2374,HELLER,HFF415S,415,329
2375,HELLER,HFF415W,415,329
2376,HELLER,HFF415,415,329
2377,HISENSE,HRFD577B,577,507
2378,SAMSUNG ELECTRONICS,SRT3100B,305,310
2379,SAMSUNG ELECTRONICS,SRT3300B,326,315
2380,Omega,OBFD126B,126,255
2381,Omega,OBFD126X,126,255
2382,Omega,OBFD126,126,255
2383,HISENSE,HRVF254,254,286
2384,HISENSE,HRVF254S,254,286
2385,Omega,OBFZ82X,82,230
2386,SAMSUNG ELECTRONICS,SRS692NMB,655,456
2387,SAMSUNG ELECTRONICS,SRS693NLS,655,456
2388,WHIRLPOOL,WPCF05HWH,142,217
2389,SAMSUNG ELECTRONICS,SRS656MBFH4,616,510
2390,HISENSE,HRAF328,328,201
2391,HISENSE,HRAF328S,328,201
2392,WHIRLPOOL,WPCF07HWH,198,253
2393,WHIRLPOOL,WPCF11HWH,308,342
2394,SAMSUNG ELECTRONICS,SRT3100S,305,310
2395,SAMSUNG ELECTRONICS,SRT3300S,326,315
2396,SEIKI,SC-220AU8TMW,203,272
2397,LG,GB-W335MBL,305,263
2398,WESTINGHOUSE,WFB4204WC,388,309
2399,WESTINGHOUSE,WFB4204SC,388,309
2400,WESTINGHOUSE,WFB4204**,388,309
2401,WESTINGHOUSE,WIM1200AD,120,151
2402,WESTINGHOUSE,WIM1200WD,120,151
2403,WESTINGHOUSE,WIM1200*D,120,151
2404,ILVE,ILREF316I,316,235
2405,HISENSE,HRCD585BW,585,521
2406,HISENSE,HRCD585SW,585,521
2407,HISENSE,HRCD650BW,585,521
2408,HISENSE,HRCD650SW,585,521
2409,HISENSE,HRCD650,585,521
2410,STIRLING,STR-H183W1,168,236
2411,ELECTROLUX,EQE6870SA,609,501
2412,ELECTROLUX,EQE6870BA,609,501
2413,ELECTROLUX,EQE6870BB,609,501
2414,ELECTROLUX,EQE6870**,609,501
2415,EUROMAID,EBF42W,41,86
2416,AKAI,AK-529-SBSB,529,451
2417,Husky,HUS-268VFIX.1,238,306
2418,Husky,HUS-268VFWH.1,238,306
2419,ELECTROLUX,EBE5307SC,496,310
2420,ELECTROLUX,EBE5307BC,496,310
2421,ELECTROLUX,EBE5307**,496,310
2422,STIRLING,STR-H239W1,242,130
2423,STIRLING,STR-H221W1,198,240
2424,WESTINGHOUSE,WHE6874SA,609,501
2425,WESTINGHOUSE,WHE6874BA,609,501
2426,WESTINGHOUSE,WHE6874**,609,501
2427,WESTINGHOUSE,WHE6060SB,565,382
2428,CHIQ,CSF205NSS,206,259
2429,CHIQ,CSF206NW,206,259
2430,WESTINGHOUSE,WQE6060SB,541,382
2431,WESTINGHOUSE,WQE6060BB,541,382
2432,WESTINGHOUSE,WQE6060**,541,382
2433,CHIQ,CSF20****,206,259
2434,WESTINGHOUSE,WRB5004WC,466,195
2435,WESTINGHOUSE,WRB5004SC,466,195
2436,WESTINGHOUSE,WRB5004**,466,195
2437,WESTINGHOUSE,WHE6060BB,565,382
2438,WESTINGHOUSE,WHE6060**,565,382
2439,WESTINGHOUSE,WHE5204BC,491,363
2440,WESTINGHOUSE,WHE5204SC,491,363
2441,WESTINGHOUSE,WHE5204**,491,363
2442,STIRLING,STR-H200W,198,229
2443,ELECTROLUX,EHE6899SA,609,501
2444,ELECTROLUX,EHE6899BA,609,501
2445,ELECTROLUX,EHE6899**,609,501
2446,WESTINGHOUSE,WQE6870SA,609,501
2447,WESTINGHOUSE,WQE6870BA,609,501
2448,WESTINGHOUSE,WQE6870**,609,501
2449,WESTINGHOUSE,WHE6000SB,565,382
2450,WESTINGHOUSE,WHE6000BB,565,382
2451,SAMSUNG ELECTRONICS,SR270MLS,256,318
2452,SAMSUNG ELECTRONICS,SRS694NLS,655,480
2453,LG,GS-L668PNL,668,553
2454,LG,GS-L668PL,668,553
2455,LG,GS-M678PL,687,565
2456,LG,GS-B680PL,687,565
2457,LG,GS-B680BLE,687,565
2458,LG,GS-B680WL,687,565
2459,TECO,TBF45WMAG,45,97
2460,TECO,TBF45SMAG,45,97
